1;
44;24;48;
44;24;40;
44;24;49;
44;50;16;
44;50;14;
44;50;1;
44;50;15;
44;50;41;
44;50;29;
44;50;30;
44;50;36;
44;50;45;
44;50;48;
44;50;40;
44;50;49;
44;50;24;
45;
45;1;
45;24;
45;29;
45;49;
45;50;
45;1;29;
45;49;29;
45;1;49;
45;24;29;
45;24;1;
45;24;49;
45;50;29;
45;50;1;
45;50;49;
45;50;24;
46;
46;14;
46;15;
46;18;
46;22;
46;24;
46;26;
46;29;
46;30;
46;32;
46;35;
46;36;
46;40;
46;42;
46;43;
46;44;
46;45;
46;48;
46;49;
46;50;
46;31;
46;1;
46;1;15;
46;1;14;
46;10;
46;41;
46;16;
46;1;16;
46;39;
46;29;14;
46;1;29;
46;34;
46;29;40;
46;29;45;
46;1;45;
46;48;14;
46;29;48;
46;1;48;
46;14;40;
46;48;16;
46;45;15;
46;1;49;
46;49;36;
46;49;48;
46;24;40;
46;24;1;
46;24;16;
46;24;29;
46;24;45;
46;50;1;
46;50;36;
46;50;16;
46;50;15;
46;50;29;
46;50;40;
46;50;45;
46;50;24;
47;
47;1;
47;35;
47;40;
47;44;
47;22;
47;15;
47;14;
47;17;
47;39;
47;31;
47;19;
47;20;
47;34;
47;36;
47;26;
47;16;
47;41;
47;11;
47;46;
47;42;
47;10;
47;3;
47;43;
47;18;
47;32;
47;28;
47;29;
47;37;
47;30;
47;48;
47;25;
47;45;
47;49;
47;24;
47;50;
48;
48;1;
48;24;
48;29;
48;30;
48;45;
48;49;
48;50;
48;29;30;
48;1;30;
48;1;29;
48;45;30;
48;29;45;
48;1;45;
48;49;30;
48;49;29;
48;1;49;
48;49;45;
48;24;30;
48;24;29;
48;24;1;
48;24;45;
48;24;49;
48;50;30;
48;50;29;
48;50;1;
48;50;45;
48;50;49;
48;50;24;
49;
49;1;
49;24;
49;50;
49;24;1;
49;50;1;
49;50;24;
50;
